title,year,user_tags,reviews,author,plot,poster
Just Go with It,2011,"Comedy, Romance","[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '19%'}, {'source': 'Metacritic', 'value': '33/100'}]",Dennis Dugan,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",Just_Go_with_It.jpg
Kiki's Delivery Service,1989,"Animation, Family, Fantasy","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Metacritic', 'value': '85/100'}]",Hayao Miyazaki,"Along with her black cat Jiji, Kiki settles in a seaside town and starts a high-flying delivery service. Here begins her magical encounter with independence and responsibility, making lifelong friends and finding her place in the ...",Kiki's_Delivery_Service.jpg
Knives Out,2019,"Comedy, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '82/100'}]",Rian Johnson,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate.",Knives_Out.jpg
Labyrinth,1986,"Adventure, Family, Fantasy","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '76%'}, {'source': 'Metacritic', 'value': '50/100'}]",Jim Henson,Teenage Sarah journeys through a maze to save her baby brother from the Goblin King.,Labyrinth.jpg
Law Abiding Citizen,2009,"Action, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '26%'}, {'source': 'Metacritic', 'value': '34/100'}]",F. Gary Gray,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.,Law_Abiding_Citizen.jpg
Life of Pi,2012,"Adventure, Drama, Fantasy","[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '86%'}, {'source': 'Metacritic', 'value': '79/100'}]",Ang Lee,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Life_of_Pi.jpg
Limitless,2011,"Sci-Fi, Thriller","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '68%'}, {'source': 'Metacritic', 'value': '59/100'}]",Neil Burger,"A mysterious pill that enables the user to access 100% of his brain's abilities transforms a struggling writer into a financial wizard, but it also puts him in a new world with many dangers.",Limitless.jpg
Little Miss Sunshine,2006,"Comedy, Drama","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '80/100'}]","Jonathan Dayton, Valerie Faris",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,Little_Miss_Sunshine.jpg
Logan's Run,1976,"Action, Adventure, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '58%'}, {'source': 'Metacritic', 'value': '53/100'}]",Michael Anderson,A police officer in the future uncovers the deadly secret behind a society that worships youth.,Logan's_Run.jpg
Looper,2012,"Action, Drama, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '93%'}, {'source': 'Metacritic', 'value': '84/100'}]",Rian Johnson,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassin...",Looper.jpg
Mary Poppins,1964,"Comedy, Family, Fantasy","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '88/100'}]",Robert Stevenson,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",Mary_Poppins.jpg
Mary Poppins Returns,2018,"Adventure, Comedy, Family","[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}, {'source': 'Metacritic', 'value': '66/100'}]",Rob Marshall,"A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives.",Mary_Poppins_Returns.jpg
Matilda,1996,"Comedy, Family, Fantasy","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '72/100'}]",Danny DeVito,A girl gifted with a keen intellect and psychic powers uses both to get even with her callous family and free her kindly schoolteacher from the tyrannical grip of a sadistic headmistress.,Matilda.jpg
Metropolis,1927,"Drama, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '8.3/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '98/100'}]",Fritz Lang,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",Metropolis.jpg
Midnight in Paris,2011,"Comedy, Fantasy, Romance","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '93%'}, {'source': 'Metacritic', 'value': '81/100'}]",Woody Allen,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",Midnight_in_Paris.jpg
Minority Report,2002,"Action, Crime, Mystery","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '89%'}, {'source': 'Metacritic', 'value': '80/100'}]",Steven Spielberg,"John works with the PreCrime police which stop crimes before they take place, with the help of three 'PreCogs' who can foresee crimes. Events ensue when John finds himself framed for a future murder.",Minority_Report.jpg
Modern Times,1936,"Comedy, Drama, Romance","[{'source': 'Internet Movie Database', 'value': '8.5/10'}, {'source': 'Rotten Tomatoes', 'value': '98%'}, {'source': 'Metacritic', 'value': '96/100'}]",Charles Chaplin,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,Modern_Times.jpg
Moulin Rouge,1952,"Biography, Drama, Music","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '73%'}]",John Huston,Fictional account of French artist Henri de Toulouse-Lautrec.,Moulin_Rouge.jpg
My Neighbor Totoro,1988,"Animation, Comedy, Family","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '87/100'}]",Hayao Miyazaki,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",My_Neighbor_Totoro.jpg
Napoleon Dynamite,2004,Comedy,"[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '72%'}, {'source': 'Metacritic', 'value': '64/100'}]",Jared Hess,"A listless and alienated teenager helps his new friend win the class presidency in their small western high school, while dealing with his bizarre family life back home.",Napoleon_Dynamite.jpg
Ocean's Eleven,2001,"Crime, Thriller","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '83%'}, {'source': 'Metacritic', 'value': '74/100'}]",Steven Soderbergh,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular boxing event.",Ocean's_Eleven.jpg
Ocean's Twelve,2004,"Crime, Thriller","[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '55%'}, {'source': 'Metacritic', 'value': '58/100'}]",Steven Soderbergh,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven (2001).,Ocean's_Twelve.jpg
Ocean's Thirteen,2007,"Crime, Thriller","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '70%'}, {'source': 'Metacritic', 'value': '62/100'}]",Steven Soderbergh,"Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",Ocean's_Thirteen.jpg
Office Space,1999,Comedy,"[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '81%'}, {'source': 'Metacritic', 'value': '68/100'}]",Mike Judge,Three company workers who hate their jobs decide to rebel against their greedy boss.,Office_Space.jpg
Oldboy,2003,"Action, Drama, Mystery","[{'source': 'Internet Movie Database', 'value': '8.3/10'}, {'source': 'Rotten Tomatoes', 'value': '82%'}, {'source': 'Metacritic', 'value': '78/100'}]",Park Chan-wook,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",Oldboy.jpg
Once,2006,"Drama, Music, Musical","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '90/100'}]",John Carney,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",Once.jpg
Panic Room,2002,"Crime, Drama, Thriller","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '76%'}, {'source': 'Metacritic', 'value': '65/100'}]",David Fincher,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room when three men break-in, searching for a missing fortune.",Panic_Room.jpg
Paprika,2006,"Animation, Drama, Fantasy","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '81/100'}]",Satoshi Kon,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",Paprika.jpg
Psycho,1960,"Horror, Mystery, Thriller","[{'source': 'Internet Movie Database', 'value': '8.5/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '97/100'}]",Alfred Hitchcock,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,Psycho.jpg
Psycho II,1983,"Crime, Horror, Mystery","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '66%'}, {'source': 'Metacritic', 'value': '54/100'}]",Richard Franklin,"After twenty-two years of psychiatric care, Norman Bates attempts to return to a life of solitude, but the specters of his crimes - and his mother - continue to haunt him.",Psycho_II.jpg
Raging Bull,1980,"Biography, Drama, Sport","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '90/100'}]",Martin Scorsese,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Raging_Bull.jpg
Rebecca,1940,"Drama, Mystery, Romance","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '98%'}, {'source': 'Metacritic', 'value': '86/100'}]",Alfred Hitchcock,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,Rebecca.jpg
Red Sparrow,2018,"Action, Drama, Thriller","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '45%'}, {'source': 'Metacritic', 'value': '53/100'}]",Francis Lawrence,Prima ballerina Dominika Egorova turns dangerous Sparrow.,Red_Sparrow.jpg
RoboCop,1987,"Action, Crime, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '70/100'}]",Paul Verhoeven,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",RoboCop.jpg
Rocky,1976,"Drama, Sport","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '93%'}, {'source': 'Metacritic', 'value': '70/100'}]",John G. Avildsen,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,Rocky.jpg
Rocky II,1979,"Drama, Sport","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '70%'}, {'source': 'Metacritic', 'value': '61/100'}]",Sylvester Stallone,"Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch.",Rocky_II.jpg
Rocky III,1982,"Drama, Sport","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '65%'}, {'source': 'Metacritic', 'value': '57/100'}]",Sylvester Stallone,"Rocky faces the ultimate challenge from a powerful new contender, and must turn to a former rival to help regain his throne as the undisputed fighting champion.",Rocky_III.jpg
Rocky IV,1985,"Drama, Sport","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '39%'}, {'source': 'Metacritic', 'value': '40/100'}]",Sylvester Stallone,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-six, 261-pound fighter who has the backing of the Soviet Union.",Rocky_IV.jpg
Rocky V,1990,"Drama, Sport","[{'source': 'Internet Movie Database', 'value': '5.4/10'}, {'source': 'Rotten Tomatoes', 'value': '32%'}, {'source': 'Metacritic', 'value': '55/100'}]",John G. Avildsen,"Reluctantly retired from fighting, Rocky takes charge of Mickey's gym and agrees to train a young protégé who's hungry for success.",Rocky_V.jpg
Creed,2015,"Action, Drama, Sport","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '95%'}, {'source': 'Metacritic', 'value': '82/100'}]",Ryan Coogler,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Creed.jpg
Roma,2018,Drama,"[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '96/100'}]",Alfonso Cuarón,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,Roma.jpg
Run Lola Run,1998,"Action, Crime, Thriller","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '79/100'}]",Tom Tykwer,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",Run_Lola_Run.jpg
Serenity,2005,"Action, Adventure, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '82%'}, {'source': 'Metacritic', 'value': '74/100'}]",Joss Whedon,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,Serenity.jpg
Seven Samurai,1954,"Action, Drama","[{'source': 'Internet Movie Database', 'value': '8.6/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}, {'source': 'Metacritic', 'value': '98/100'}]",Akira Kurosawa,"Farmers from a village exploited by bandits hire a veteran samurai for protection, and he gathers six other samurai to join him.",Seven_Samurai.jpg
Shane,1953,"Drama, Western","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '85/100'}]",George Stevens,An ex-gunfighter defends homesteaders in 1889 Wyoming.,Shane.jpg
Short Circuit,1986,"Comedy, Family, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '62%'}, {'source': 'Metacritic', 'value': '50/100'}]",John Badham,"Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes.",Short_Circuit.jpg
Singin' in the Rain,1952,"Comedy, Musical, Romance","[{'source': 'Internet Movie Database', 'value': '8.3/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}, {'source': 'Metacritic', 'value': '99/100'}]","Stanley Donen, Gene Kelly",A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,Singin'_in_the_Rain.jpg
Skyfall,2012,"Action, Adventure, Thriller","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '81/100'}]",Sam Mendes,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",Skyfall.jpg
Slumdog Millionaire,2008,"Crime, Drama, Romance","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '84/100'}]","Danny Boyle, Loveleen Tandan","A teenager from the slums of Mumbai becomes a contestant on the show 'Kaun Banega Crorepati?' When interrogated under suspicion of cheating, he revisits his past, revealing how he had all the answers.",Slumdog_Millionaire.jpg
Snatch,2000,"Comedy, Crime","[{'source': 'Internet Movie Database', 'value': '8.2/10'}, {'source': 'Rotten Tomatoes', 'value': '74%'}, {'source': 'Metacritic', 'value': '55/100'}]",Guy Ritchie,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Snatch.jpg
Soul Surfer,2011,"Biography, Drama, Family","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '45%'}, {'source': 'Metacritic', 'value': '53/100'}]",Sean McNamara,"Bethany Hamilton, a professional surfer, loses her left arm in a shark attack. Unwilling to pay attention to the gravity of her situation, Bethany decides to get back into the ocean and surf again.",Soul_Surfer.jpg
Spirited Away,2001,"Animation, Adventure, Family","[{'source': 'Internet Movie Database', 'value': '8.6/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '96/100'}]",Hayao Miyazaki,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.",Spirited_Away.jpg
Spotlight,2015,"Biography, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '93/100'}]",Tom McCarthy,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Spotlight.jpg
Stardust,2007,"Adventure, Fantasy, Romance","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '77%'}, {'source': 'Metacritic', 'value': '66/100'}]",Matthew Vaughn,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",Stardust.jpg
Taxi Driver,1976,"Crime, Drama","[{'source': 'Internet Movie Database', 'value': '8.2/10'}, {'source': 'Rotten Tomatoes', 'value': '89%'}, {'source': 'Metacritic', 'value': '94/100'}]",Martin Scorsese,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",Taxi_Driver.jpg
The 400 Blows,1959,"Crime, Drama","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '99%'}]",François Truffaut,"A young boy, left without attention, delves into a life of petty crime.",The_400_Blows.jpg
The Addams Family,1991,"Comedy, Fantasy","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '67%'}, {'source': 'Metacritic', 'value': '57/100'}]",Barry Sonnenfeld,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,The_Addams_Family.jpg
The Accountant,2016,"Action, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '53%'}, {'source': 'Metacritic', 'value': '51/100'}]",Gavin O'Connor,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.",The_Accountant.jpg
The Adventures of Robin Hood,1938,"Action, Adventure, Romance","[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}, {'source': 'Metacritic', 'value': '97/100'}]","Michael Curtiz, William Keighley","When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",The_Adventures_of_Robin_Hood.jpg
The African Queen,1951,"Adventure, Drama, Romance","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '91/100'}]",John Huston,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.",The_African_Queen.jpg
The Big Sick,2017,"Comedy, Drama, Romance","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '98%'}, {'source': 'Metacritic', 'value': '86/100'}]",Michael Showalter,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family...",The_Big_Sick.jpg
The Birds,1963,"Drama, Horror, Mystery","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '90/100'}]",Alfred Hitchcock,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,The_Birds.jpg
The Bridge on the River Kwai,1957,"Adventure, Drama, War","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '88/100'}]",David Lean,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",The_Bridge_on_the_River_Kwai.jpg
The Deer Hunter,1978,"Drama, War","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '86%'}, {'source': 'Metacritic', 'value': '90/100'}]",Michael Cimino,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,The_Deer_Hunter.jpg
The Doors,1991,"Biography, Drama, Music","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '56%'}, {'source': 'Metacritic', 'value': '62/100'}]",Oliver Stone,"Jim Morrison's life, from his LA film student days to his death in Paris. Val Kilmer delivers an uncanny portrayal, with vocals indistinguishable from Morrison's originals. It depicts Morrison's journey as the iconic 60s rock fron...",The_Doors.jpg
The Greatest Game Ever Played,2005,"Biography, Drama, Sport","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '62%'}, {'source': 'Metacritic', 'value': '55/100'}]",Bill Paxton,"In the 1913 U.S. Open, twenty-year-old Francis Ouimet played golf against his idol, 1900 U.S. Open champion, Englishman Harry Vardon.",The_Greatest_Game_Ever_Played.jpg
The Hurt Locker,2008,"Drama, Thriller, War","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '95/100'}]",Kathryn Bigelow,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",The_Hurt_Locker.jpg
The Kid,1921,"Comedy, Drama, Family","[{'source': 'Internet Movie Database', 'value': '8.2/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}]",Charles Chaplin,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",The_Kid.jpg
The King's Man,2021,"Action, Adventure, Thriller","[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '41%'}, {'source': 'Metacritic', 'value': '44/100'}]",Matthew Vaughn,"In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions.",The_King's_Man.jpg
The Lobster,2015,"Drama, Romance, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '88%'}, {'source': 'Metacritic', 'value': '82/100'}]",Yorgos Lanthimos,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods.",The_Lobster.jpg
The Lost Boys,1987,"Comedy, Horror","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '75%'}, {'source': 'Metacritic', 'value': '63/100'}]",Joel Schumacher,"When a recently divorced mother and her two teenage boys move to a coastal town to stay with her father, it doesn't take long for the brothers to realize the area is a haven for something much more sinister than party-going surfers.",The_Lost_Boys.jpg
The Notebook,2004,"Drama, Romance","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '54%'}, {'source': 'Metacritic', 'value': '53/100'}]",Nick Cassavetes,An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.,The_Notebook.jpg
The Princess Diaries,2001,"Comedy, Family, Romance","[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '49%'}, {'source': 'Metacritic', 'value': '52/100'}]",Garry Marshall,"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year.",The_Princess_Diaries.jpg
The Professional,1981,"Action, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '7.4/10'}]",Georges Lautner,"Victim of a plot which has resulted in his imprisonment in a Central African jail for two years, a French secret agent arrives in Paris to settle accounts.",The_Professional.jpg
The Rock,1996,"Action, Adventure, Thriller","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '67%'}, {'source': 'Metacritic', 'value': '58/100'}]",Michael Bay,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.",The_Rock.jpg
The Secret Garden,1993,"Drama, Family, Fantasy","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '89%'}, {'source': 'Metacritic', 'value': '74/100'}]",Agnieszka Holland,"A young, recently-orphaned girl is sent to England after living in India all of her life. Once there, she begins to explore her new, seemingly-isolated surroundings, and its secrets.",The_Secret_Garden.jpg
The Sting,1973,"Comedy, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '8.3/10'}, {'source': 'Rotten Tomatoes', 'value': '93%'}, {'source': 'Metacritic', 'value': '83/100'}]",George Roy Hill,Two grifters team up to pull off the ultimate con.,The_Sting.jpg
The Tourist,2010,"Action, Thriller","[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '20%'}, {'source': 'Metacritic', 'value': '37/100'}]",Florian Henckel von Donnersmarck,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.",The_Tourist.jpg
The Untouchables,1987,"Crime, Drama, Thriller","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '83%'}, {'source': 'Metacritic', 'value': '79/100'}]",Brian De Palma,"During Prohibition, Treasury agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone, and assembles a small, incorruptible team to help him.",The_Untouchables.jpg
