title,year,user_tags,reviews,author,plot,poster
Rosemary's Baby,1968,"Drama, Horror","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '96/100'}]",Roman Polanski,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",Rosemary's_Baby.jpg
Aladdin,1992,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '86/100'}]","Ron Clements, John Musker",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,Aladdin.jpg
Forrest Gump,1994,"Drama, Romance","[{'source': 'Internet Movie Database', 'value': '8.8/10'}, {'source': 'Rotten Tomatoes', 'value': '75%'}, {'source': 'Metacritic', 'value': '82/100'}]",Robert Zemeckis,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",Forrest_Gump.jpg
Interstellar,2014,"Adventure, Drama, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '8.7/10'}, {'source': 'Rotten Tomatoes', 'value': '73%'}, {'source': 'Metacritic', 'value': '74/100'}]",Christopher Nolan,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",Interstellar.jpg
Lady and the Tramp,1955,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '93%'}, {'source': 'Metacritic', 'value': '78/100'}]","Clyde Geronimi, Wilfred Jackson, Hamilton Luske",The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,Lady_and_the_Tramp.jpg
The Matrix,1999,"Action, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '8.7/10'}, {'source': 'Rotten Tomatoes', 'value': '83%'}, {'source': 'Metacritic', 'value': '73/100'}]","Lana Wachowski, Lilly Wachowski","When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",The_Matrix.jpg
The Brave Little Toaster,1987,"Animation, Adventure, Family","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}]",Jerry Rees,A group of dated appliances embark on a journey to the city to find their master after being abandoned in a cabin in the woods.,The_Brave_Little_Toaster.jpg
The Black Stallion,1979,"Adventure, Family, Sport","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '84/100'}]",Carroll Ballard,"After being shipwrecked with a magnificent horse off the coast of Africa in the 1940s, a boy bonds with the stallion, and trains him to race after their rescue.",The_Black_Stallion.jpg
Insurgent,2024,"Short, Western",[],Joe Lemieux,N/A,Insurgent.jpg
Pretty Woman,1990,"Comedy, Romance","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '64%'}, {'source': 'Metacritic', 'value': '51/100'}]",Garry Marshall,"Edward, a rich entrepreneur, hires Vivian, a prostitute, to accompany him to a few social events. Trouble ensues when he falls in love with her and they try to bridge the gap between their worlds.",Pretty_Woman.jpg
The Simpsons Movie,2007,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '80/100'}]",David Silverman,"After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",The_Simpsons_Movie.jpg
World War Z,2013,"Action, Adventure, Horror","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '67%'}, {'source': 'Metacritic', 'value': '63/100'}]",Marc Forster,Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,World_War_Z.jpg
Bridget Jones's Diary,2001,"Comedy, Drama, Romance","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '80%'}, {'source': 'Metacritic', 'value': '66/100'}]",Sharon Maguire,Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,Bridget_Jones's_Diary.jpg
Pet Sematary,1989,"Fantasy, Horror, Thriller","[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '56%'}, {'source': 'Metacritic', 'value': '38/100'}]",Mary Lambert,"After tragedy strikes, a grieving father discovers an ancient burial ground behind his home with the power to raise the dead.",Pet_Sematary.jpg
The Terminal,2004,"Comedy, Drama, Romance","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '61%'}, {'source': 'Metacritic', 'value': '55/100'}]",Steven Spielberg,"An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.",The_Terminal.jpg
Mamma Mia!,2008,"Comedy, Musical, Romance","[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '55%'}, {'source': 'Metacritic', 'value': '51/100'}]",Phyllida Lloyd,"Donna, an independent hotelier, is preparing for her daughter's wedding with the help of two old friends. Meanwhile Sophie, the spirited bride, has a plan. She invites three men from her mother's past in hope of meeting her real f...",Mamma_Mia!.jpg
The Return of Jafar,1994,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '33%'}]","Toby Shelton, Tad Stones, Alan Zaslove","Jafar comes for revenge on Aladdin, using a foolish thief and Iago's treachery to find a way back into power.",The_Return_of_Jafar.jpg
Donnie Brasco,1997,"Biography, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '88%'}, {'source': 'Metacritic', 'value': '77/100'}]",Mike Newell,An FBI undercover agent infiltrates the mob and finds himself identifying more with the Mafia life--at the expense of his regular one.,Donnie_Brasco.jpg
The Pianist,2002,"Biography, Drama, Music","[{'source': 'Internet Movie Database', 'value': '8.5/10'}, {'source': 'Rotten Tomatoes', 'value': '95%'}, {'source': 'Metacritic', 'value': '85/100'}]",Roman Polanski,"During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",The_Pianist.jpg
Trolls,2016,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '76%'}, {'source': 'Metacritic', 'value': '55/100'}]","Mike Mitchell, Walt Dohrn","After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",Trolls.jpg
House of 1000 Corpses,2003,Horror,"[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '21%'}, {'source': 'Metacritic', 'value': '31/100'}]",Rob Zombie,Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.,House_of_1000_Corpses.jpg
Jumanji,1995,"Adventure, Comedy, Family","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '52%'}, {'source': 'Metacritic', 'value': '39/100'}]",Joe Johnston,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.",Jumanji.jpg
Django Unchained,2012,"Comedy, Drama, Western","[{'source': 'Internet Movie Database', 'value': '8.5/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '81/100'}]",Quentin Tarantino,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",Django_Unchained.jpg
I Am Legend,2007,"Drama, Horror, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '68%'}, {'source': 'Metacritic', 'value': '65/100'}]",Francis Lawrence,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",I_Am_Legend.jpg
The Black Cauldron,1985,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '56%'}, {'source': 'Metacritic', 'value': '59/100'}]","Ted Berman, Richard Rich",A young boy and a group of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.,The_Black_Cauldron.jpg
"Monsters, Inc.",2001,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '79/100'}]","Pete Docter, David Silverman, Lee Unkrich","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","Monsters,_Inc..jpg"
Back to the Future Part III,1990,"Adventure, Comedy, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}, {'source': 'Metacritic', 'value': '55/100'}]",Robert Zemeckis,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is m...",Back_to_the_Future_Part_III.jpg
The Angry Birds Movie,2016,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '44%'}, {'source': 'Metacritic', 'value': '43/100'}]","Clay Kaytis, Fergal Reilly","When an island populated by happy, flightless birds is visited by mysterious green pigs, it's up to three unlikely outcasts to figure out what the pigs are up to.",The_Angry_Birds_Movie.jpg
Pirates of the Caribbean: Dead Man's Chest,2006,"Action, Adventure, Fantasy","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '53%'}, {'source': 'Metacritic', 'value': '53/100'}]",Gore Verbinski,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",Pirates_of_the_Caribbean:_Dead_Man's_Chest.jpg
The Lego Ninjago Movie,2017,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.1/10'}, {'source': 'Rotten Tomatoes', 'value': '56%'}, {'source': 'Metacritic', 'value': '55/100'}]","Charlie Bean, Paul Fisher, Bob Logan","Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.",The_Lego_Ninjago_Movie.jpg
Shark Tale,2004,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '35%'}, {'source': 'Metacritic', 'value': '48/100'}]","Bibo Bergeron, Vicky Jenson, Rob Letterman","When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.",Shark_Tale.jpg
Suicide Squad,2016,"Action, Adventure, Fantasy","[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '26%'}, {'source': 'Metacritic', 'value': '40/100'}]",David Ayer,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,Suicide_Squad.jpg
Sinister 2,2015,"Horror, Mystery, Thriller","[{'source': 'Internet Movie Database', 'value': '5.3/10'}, {'source': 'Rotten Tomatoes', 'value': '14%'}, {'source': 'Metacritic', 'value': '32/100'}]",Ciarán Foy,A young mother and her twin sons move into a rural house that's marked for death.,Sinister_2.jpg
The Making of Madagascar 2,2008,Documentary,"[{'source': 'Internet Movie Database', 'value': '6.1/10'}]",N/A,N/A,N/A
Halloween,1978,"Horror, Thriller","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '90/100'}]",John Carpenter,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois, to kill again.",Halloween.jpg
Birdman,1967–1987,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '6.7/10'}]",N/A,A winged superhero who gets his powers from the sun battles various evildoers with the help of his eagle sidekick Avenger.,Birdman.jpg
The Ultimate 'Star Wars: A New Hope' Recap Cartoon,2020,"Animation, Short, Comedy",[],"Junaid Chundrigar, Cas van de Pol","You'll relive Luke's Tatooine beginnings, join Han Solo's smuggler shenanigans, and witness Leia's princess power, all with a healthy dose of silliness. Lightsabers become oversized pool noodles, the Death Star explodes in a confe...",Star_Wars:_A_New_Hope.jpg
The Ultimate 'WALL-E' Recap Cartoon,2022,"Animation, Short",[],"Brian Bear, Cas van de Pol",N/A,Wall-E.jpg
Se7en,1995,"Crime, Drama, Mystery","[{'source': 'Internet Movie Database', 'value': '8.6/10'}, {'source': 'Rotten Tomatoes', 'value': '84%'}, {'source': 'Metacritic', 'value': '65/100'}]",David Fincher,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",Se7en.jpg
Cloudy with a Chance of Meatballs 2,2013,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '72%'}, {'source': 'Metacritic', 'value': '59/100'}]","Cody Cameron, Kris Pearn","Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.",Cloudy_with_a_Chance_of_Meatballs_2.jpg
The Fighter,2010,"Action, Biography, Drama","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '79/100'}]",David O. Russell,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",The_Fighter.jpg
Toy Story 4,2019,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '84/100'}]",Josh Cooley,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",Toy_Story_4.jpg
Tiana,2024–,"Animation, Adventure, Comedy",[],N/A,"Newly crowned Princess Tiana embarks on an adventure in Maldonia, but her New Orleans roots beckon her back.",Tiana.jpg
Kung Fu Panda,2008,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '74/100'}]","Mark Osborne, John Stevenson","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.",Kung_Fu_Panda.jpg
Robin Hood II & The Invincible Knight,1991,Animation,"[{'source': 'Internet Movie Database', 'value': '5.3/10'}]",Riccardo Corradi,"Join Robin Hood on another adventure full of kidnappings, outlaws, and treasures in this high quality animated feature. With love and forgiveness from Mother Nature, the forest is safe again and Robin regains his respect.",Robin_Hood_II.jpg
Home Alone,1990,"Comedy, Family","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '66%'}, {'source': 'Metacritic', 'value': '63/100'}]",Chris Columbus,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.",Home_Alone.jpg
The Hangover,2009,Comedy,"[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}, {'source': 'Metacritic', 'value': '73/100'}]",Todd Phillips,Three buddies wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing. They must make their way around the city in order to find their friend in time for his wedding.,The_Hangover.jpg
Bohemian Rhapsody,2018,"Biography, Drama, Music","[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '60%'}, {'source': 'Metacritic', 'value': '49/100'}]",Bryan Singer,"With his impeccable vocal abilities, Freddie Mercury and his rock band, Queen, achieve superstardom. However, amidst his skyrocketing success, he grapples with his ego, sexuality and a fatal illness.",Bohemian_Rhapsody.jpg
Black Panther,2018,"Action, Adventure, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '88/100'}]",Ryan Coogler,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",Black_Panther.jpg
The Texas Chain Saw Massacre,1974,Horror,"[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '84%'}, {'source': 'Metacritic', 'value': '91/100'}]",Tobe Hooper,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.",The_Texas_Chain_Saw_Massacre.jpg
Peter Pan,1953,"Animation, Adventure, Family","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '78%'}, {'source': 'Metacritic', 'value': '76/100'}]","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.",Peter_Pan.jpg
Monsters vs. Aliens,2009,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '73%'}, {'source': 'Metacritic', 'value': '56/100'}]","Rob Letterman, Conrad Vernon",A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,Monsters_vs._Aliens.jpg
Rocketman,2019,"Biography, Drama, Music","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Metacritic', 'value': '69/100'}]",Dexter Fletcher,"The musical fantasy about Elton John's breakthrough years, from his time as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",Rocketman.jpg
Trolls World Tour,2020,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.1/10'}, {'source': 'Rotten Tomatoes', 'value': '72%'}, {'source': 'Metacritic', 'value': '51/100'}]","Walt Dohrn, David P. Smith","When the Queen of the Hard Rock Trolls tries to take over all the Troll kingdoms, Queen Poppy and her friends try different ways to save all the Trolls.",Trolls_World_Tour.jpg
Brave,2012,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '78%'}, {'source': 'Metacritic', 'value': '69/100'}]","Mark Andrews, Brenda Chapman, Steve Purcell","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",Brave.jpg
Hotel Transylvania 2,2015,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '57%'}, {'source': 'Metacritic', 'value': '44/100'}]",Genndy Tartakovsky,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",Hotel_Transylvania_2.jpg
A Quiet Place,2018,"Drama, Horror, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '82/100'}]",John Krasinski,A family struggles for survival in a world invaded by blind alien creatures with ultra-sensitive hearing.,A_Quiet_Place.jpg
The Blind Side,2009,"Biography, Drama, Sport","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '66%'}, {'source': 'Metacritic', 'value': '53/100'}]",John Lee Hancock,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",The_Blind_Side.jpg
Gerald's Game,2017,"Drama, Horror, Thriller","[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '77/100'}]",Mike Flanagan,"A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.",Gerald's_Game.jpg
The Wrestler,2008,"Drama, Sport","[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '99%'}, {'source': 'Metacritic', 'value': '80/100'}]",Darren Aronofsky,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",The_Wrestler.jpg
The Devil's Rejects,2005,"Crime, Drama, Horror","[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '54%'}, {'source': 'Metacritic', 'value': '53/100'}]",Rob Zombie,"The murderous, backwoods Firefly family take to the road to escape the vengeful Sheriff Wydell, who is not afraid of being as ruthless as his target.",The_Devil's_Rejects.jpg
Ant-Man and the Wasp,2018,"Action, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '70/100'}]",Peyton Reed,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",Ant-Man_and_The_Wasp.jpg
Friday the 13th,1980,"Horror, Mystery, Thriller","[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '67%'}, {'source': 'Metacritic', 'value': '22/100'}]",Sean S. Cunningham,"A group of teenage camp counselors attempt to re-open an abandoned summer camp with a tragic past, but they are stalked by a mysterious, relentless killer.",Friday_the_13th.jpg
Minions,2015,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '55%'}, {'source': 'Metacritic', 'value': '56/100'}]","Kyle Balda, Pierre Coffin","Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",Minions.jpg
Kung Fu Panda 3,2016,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '66/100'}]","Alessandro Carloni, Jennifer Yuh Nelson","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.",Kung_Fu_Panda_3.jpg
Terminator Genisys,2015,"Action, Adventure, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '26%'}, {'source': 'Metacritic', 'value': '38/100'}]",Alan Taylor,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",Terminator_Genisys.jpg
The Suicide Squad,2021,"Action, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Metacritic', 'value': '72/100'}]",James Gunn,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",The_Suicide_Squad.jpg
The Boondock Saints,1999,"Action, Crime, Thriller","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '26%'}, {'source': 'Metacritic', 'value': '44/100'}]",Troy Duffy,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,The_Boondock_Saints.jpg
Unbreakable,2000,"Drama, Mystery, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '70%'}, {'source': 'Metacritic', 'value': '62/100'}]",M. Night Shyamalan,A man learns something extraordinary about himself after a devastating accident.,Unbreakable.jpg
Avatar,2009,"Action, Adventure, Fantasy","[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '81%'}, {'source': 'Metacritic', 'value': '83/100'}]",James Cameron,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,Avatar.jpg
You're Next,2011,"Drama, Horror, Mystery","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '80%'}, {'source': 'Metacritic', 'value': '66/100'}]",Adam Wingard,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back.",You're_Next.jpg
Monsters University,2013,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '80%'}, {'source': 'Metacritic', 'value': '65/100'}]",Dan Scanlon,"A look at the relationship between Mike Wazowski and James P. ""Sully"" Sullivan during their days at Monsters University, when they weren't necessarily the best of friends.",Monsters_University.jpg
The Little Mermaid,1989,"Animation, Adventure, Family","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '88/100'}]","Ron Clements, John Musker",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,The_Little_Mermaid.jpg
Deadpool 2,2018,"Action, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '84%'}, {'source': 'Metacritic', 'value': '66/100'}]",David Leitch,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with abilities from the brutal, time-traveling cyborg Cable.",Deadpool_2.jpg
The Emperor's New Groove,2000,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '86%'}, {'source': 'Metacritic', 'value': '70/100'}]",Mark Dindal,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.",The_Emperor's_New_Groove.jpg
The Ring,2002,"Horror, Mystery","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '71%'}, {'source': 'Metacritic', 'value': '57/100'}]",Gore Verbinski,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,The_Ring.jpg
The 40-Year-Old Virgin,2005,"Comedy, Romance","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '85%'}, {'source': 'Metacritic', 'value': '73/100'}]",Judd Apatow,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",The_40-Year-Old_Virgin.jpg
Space Jam,1996,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '44%'}, {'source': 'Metacritic', 'value': '57/100'}]",Joe Pytka,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",Space_Jam.jpg
